benchmark,mode,round_id,human_decision,variant,impl,dispatch_selected_impl,baseline_impl,numSlice,sliceSize,repeat,trial_id,time_ms,baseline_time_ms,speedup_vs_impl1,correctness_status,measurement_validity,speedup_claim_valid,result_type,mean_ms,min_ms,max_ms,stddev_ms,cv,raw_stdout_path,raw_stderr_path,build_log_path,slurm_job_id,hostname,gpu_name,cuda_version,profiler_status,notes
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,100000,784,100,1,1.438597,1.438597,n/a,PASS,VALID,false,BASELINE,1.437362,1.435884,1.438597,0.001373,0.000955,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,100000,784,100,2,1.437606,1.437606,n/a,PASS,VALID,false,BASELINE,1.437362,1.435884,1.438597,0.001373,0.000955,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,100000,784,100,3,1.435884,1.435884,n/a,PASS,VALID,false,BASELINE,1.437362,1.435884,1.438597,0.001373,0.000955,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,100000,784,100,1,1.107219,1.438597,1.299289,PASS,VALID,true,PARAM_TUNE,1.107988,1.107219,1.108613,0.000708,0.000639,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,100000,784,100,2,1.108613,1.437606,1.296761,PASS,VALID,true,PARAM_TUNE,1.107988,1.107219,1.108613,0.000708,0.000639,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,100000,784,100,3,1.108131,1.435884,1.295771,PASS,VALID,true,PARAM_TUNE,1.107988,1.107219,1.108613,0.000708,0.000639,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_784_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,100000,1024,100,1,2.103443,2.103443,n/a,PASS,VALID,false,BASELINE,2.082344,2.071725,2.103443,0.018272,0.008775,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,100000,1024,100,2,2.071725,2.071725,n/a,PASS,VALID,false,BASELINE,2.082344,2.071725,2.103443,0.018272,0.008775,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,100000,1024,100,3,2.071864,2.071864,n/a,PASS,VALID,false,BASELINE,2.082344,2.071725,2.103443,0.018272,0.008775,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,100000,1024,100,1,1.300947,2.103443,1.616855,PASS,VALID,true,PARAM_TUNE,1.300765,1.300548,1.300947,0.000202,0.000155,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,100000,1024,100,2,1.300548,2.071725,1.592963,PASS,VALID,true,PARAM_TUNE,1.300765,1.300548,1.300947,0.000202,0.000155,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,100000,1024,100,3,1.300801,2.071864,1.592760,PASS,VALID,true,PARAM_TUNE,1.300765,1.300548,1.300947,0.000202,0.000155,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_1024_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,50000,2048,100,1,2.213016,2.213016,n/a,PASS,VALID,false,BASELINE,2.213330,2.212561,2.214413,0.000965,0.000436,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,50000,2048,100,2,2.214413,2.214413,n/a,PASS,VALID,false,BASELINE,2.213330,2.212561,2.214413,0.000965,0.000436,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,paired_impl1_baseline,1,1,1,50000,2048,100,3,2.212561,2.212561,n/a,PASS,VALID,false,BASELINE,2.213330,2.212561,2.214413,0.000965,0.000436,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,50000,2048,100,1,1.670702,2.213016,1.324602,PASS,VALID,true,PARAM_TUNE,1.670514,1.670290,1.670702,0.000208,0.000125,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,50000,2048,100,2,1.670290,2.214413,1.325766,PASS,VALID,true,PARAM_TUNE,1.670514,1.670290,1.670702,0.000208,0.000125,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
softmax-cuda,Mode_B,2,Approved,impl3_shape_dispatch_impl1_small_impl2_large,3,2,1,50000,2048,100,3,1.670550,2.212561,1.324451,PASS,VALID,true,PARAM_TUNE,1.670514,1.670290,1.670702,0.000208,0.000125,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/raw/slice_2048_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_2/build.log,949703,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,"shape-aware dispatch selected unchanged impl=2 large-slice candidate; speedup is dispatch-policy result, not universal impl=2 claim"
