benchmark,mode,stage,candidate,variant,impl,baseline_impl,mode_b_impl,mode_c_impl,dispatch_selected_impl,numSlice,sliceSize,repeat,trial_id,time_ms,impl1_time_ms,impl3_time_ms,impl4_time_ms,speedup_vs_impl1,speedup_vs_impl3,correctness_status,measurement_validity,speedup_claim_valid,result_type,mode_c_final_label,final_confirmation_status,mean_ms,min_ms,max_ms,stddev_ms,cv,raw_stdout_path,raw_stderr_path,build_log_path,slurm_job_id,hostname,gpu_name,cuda_version,profiler_status,official_timing_used,notes
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,256,100,2,0.306551,0.306551,0.305895,0.305399,n/a,0.997860,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.305982,0.305328,0.306551,0.000616,0.002013,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,256,100,3,0.306067,0.306067,0.306191,0.304343,n/a,1.000405,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.305982,0.305328,0.306551,0.000616,0.002013,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,1,100000,256,100,1,0.306476,0.305328,0.306476,0.306066,0.996254,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.306187,0.305895,0.306476,0.000291,0.000949,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,1,100000,256,100,2,0.305895,0.306551,0.305895,0.305399,1.002145,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.306187,0.305895,0.306476,0.000291,0.000949,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,1,100000,256,100,3,0.306191,0.306067,0.306191,0.304343,0.999595,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.306187,0.305895,0.306476,0.000291,0.000949,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,1,100000,256,100,1,0.306066,0.305328,0.306476,0.306066,0.997589,1.001340,PASS,VALID,false,MEASUREMENT_EQUIVALENT,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.305269,0.304343,0.306066,0.000869,0.002846,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_4_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_4_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,guardrail row: impl=4 dispatches to unchanged impl=1; no small-slice speedup claim
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,1,100000,256,100,2,0.305399,0.306551,0.305895,0.305399,1.003772,1.001624,PASS,VALID,false,MEASUREMENT_EQUIVALENT,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.305269,0.304343,0.306066,0.000869,0.002846,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_4_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_4_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,guardrail row: impl=4 dispatches to unchanged impl=1; no small-slice speedup claim
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,1,100000,256,100,3,0.304343,0.306067,0.306191,0.304343,1.005665,1.006072,PASS,VALID,false,MEASUREMENT_EQUIVALENT,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.305269,0.304343,0.306066,0.000869,0.002846,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_4_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_256_impl_4_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,guardrail row: impl=4 dispatches to unchanged impl=1; no small-slice speedup claim
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,784,100,1,1.439540,1.439540,1.039570,0.908560,n/a,0.722154,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.448263,1.439540,1.453313,0.007586,0.005238,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,784,100,2,1.453313,1.453313,1.028519,0.908666,n/a,0.707706,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.448263,1.439540,1.453313,0.007586,0.005238,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,784,100,3,1.451937,1.451937,1.026975,0.908407,n/a,0.707314,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.448263,1.439540,1.453313,0.007586,0.005238,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,100000,784,100,1,1.039570,1.439540,1.039570,0.908560,1.384746,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.031688,1.026975,1.039570,0.006870,0.006659,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,100000,784,100,2,1.028519,1.453313,1.028519,0.908666,1.413015,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.031688,1.026975,1.039570,0.006870,0.006659,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,100000,784,100,3,1.026975,1.451937,1.026975,0.908407,1.413800,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.031688,1.026975,1.039570,0.006870,0.006659,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,100000,784,100,1,0.908560,1.439540,1.039570,0.908560,1.584419,1.144195,PASS,VALID,true,MODE_C_CANDIDATE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.908544,0.908407,0.908666,0.000130,0.000143,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_4_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_4_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,valid large-slice Mode C speedup claim vs impl=3
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,100000,784,100,2,0.908666,1.453313,1.028519,0.908666,1.599392,1.131900,PASS,VALID,true,MODE_C_CANDIDATE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.908544,0.908407,0.908666,0.000130,0.000143,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_4_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_4_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,valid large-slice Mode C speedup claim vs impl=3
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,100000,784,100,3,0.908407,1.451937,1.026975,0.908407,1.598333,1.130523,PASS,VALID,true,MODE_C_CANDIDATE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,0.908544,0.908407,0.908666,0.000130,0.000143,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_4_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_784_impl_4_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,valid large-slice Mode C speedup claim vs impl=3
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,1024,100,1,2.109159,2.109159,1.240751,1.183596,n/a,0.588268,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,2.107634,2.106572,2.109159,0.001354,0.000642,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,1024,100,2,2.107172,2.107172,1.241312,1.183155,n/a,0.589089,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,2.107634,2.106572,2.109159,0.001354,0.000642,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,100000,1024,100,3,2.106572,2.106572,1.240883,1.183171,n/a,0.589053,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,2.107634,2.106572,2.109159,0.001354,0.000642,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
