benchmark,job_id,node,prompt_level,submission_index,variant,case,metric_name,metric_value,metric_unit,correctness,status,result_type,accepted,reject_reason,notes
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=16384;topk=1024,average_topk_execution_time,1487.969116,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=32768;topk=2048,average_topk_execution_time,2951.828125,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=32768;topk=1024,average_topk_execution_time,2831.549805,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=65536;topk=2048,average_topk_execution_time,5615.006836,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=65536;topk=1024,average_topk_execution_time,5444.713867,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=131072;topk=2048,average_topk_execution_time,10943.717773,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948631,gn1223,P3,2,attempt2_cached_workspace_block512,batch_size=3072;hidden_size=131072;topk=1024,average_topk_execution_time,10718.846680,us,PASS,rejected,REGRESSION,false,mean slower than attempt1,block size 512
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=3072;topk=2048,average_topk_execution_time,326.830750,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=3072;topk=1024,average_topk_execution_time,273.042084,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=4096;topk=2048,average_topk_execution_time,359.715942,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=4096;topk=1024,average_topk_execution_time,347.845673,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=8192;topk=2048,average_topk_execution_time,663.173096,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=8192;topk=1024,average_topk_execution_time,584.021545,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=16384;topk=2048,average_topk_execution_time,1138.005737,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=16384;topk=1024,average_topk_execution_time,1233.848022,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=32768;topk=2048,average_topk_execution_time,3025.091309,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=32768;topk=1024,average_topk_execution_time,2870.177734,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=65536;topk=2048,average_topk_execution_time,5628.338867,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=65536;topk=1024,average_topk_execution_time,5436.023926,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=131072;topk=2048,average_topk_execution_time,10759.732422,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948632,gn1223,P3,3,attempt3_cached_workspace_hybrid512_1024,batch_size=3072;hidden_size=131072;topk=1024,average_topk_execution_time,10520.880859,us,PASS,accepted,KERNEL_OPT,true,,final trial 1
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=3072;topk=2048,average_topk_execution_time,327.228546,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=3072;topk=1024,average_topk_execution_time,279.034241,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=4096;topk=2048,average_topk_execution_time,366.414368,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=4096;topk=1024,average_topk_execution_time,348.054688,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=8192;topk=2048,average_topk_execution_time,663.695801,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=8192;topk=1024,average_topk_execution_time,584.310669,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=16384;topk=2048,average_topk_execution_time,1124.971802,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=16384;topk=1024,average_topk_execution_time,1232.828491,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=32768;topk=2048,average_topk_execution_time,3013.052246,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=32768;topk=1024,average_topk_execution_time,2878.014648,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=65536;topk=2048,average_topk_execution_time,5620.022949,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=65536;topk=1024,average_topk_execution_time,5433.016113,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=131072;topk=2048,average_topk_execution_time,10752.981445,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948633,gn1223,P3,4,attempt4_final_repeat2,batch_size=3072;hidden_size=131072;topk=1024,average_topk_execution_time,10515.726562,us,PASS,accepted,KERNEL_OPT,true,,final trial 2
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=3072;topk=2048,average_topk_execution_time,327.257904,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=3072;topk=1024,average_topk_execution_time,312.234863,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=4096;topk=2048,average_topk_execution_time,405.741058,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=4096;topk=1024,average_topk_execution_time,386.488739,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=8192;topk=2048,average_topk_execution_time,703.813110,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=8192;topk=1024,average_topk_execution_time,584.970581,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=16384;topk=2048,average_topk_execution_time,1146.481567,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=16384;topk=1024,average_topk_execution_time,1233.814575,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=32768;topk=2048,average_topk_execution_time,3016.062500,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=32768;topk=1024,average_topk_execution_time,2880.440674,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=65536;topk=2048,average_topk_execution_time,5622.105469,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=65536;topk=1024,average_topk_execution_time,5434.334961,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=131072;topk=2048,average_topk_execution_time,10750.186523,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
topk-cuda,948636,gn1223,P3,5,attempt5_final_repeat3,batch_size=3072;hidden_size=131072;topk=1024,average_topk_execution_time,10516.855469,us,PASS,accepted,KERNEL_OPT,true,,final trial 3
