benchmark,job_id,node,prompt_level,submission_index,variant,case,metric_name,metric_value,metric_unit,correctness,status,result_type,accepted,reject_reason,notes
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=134217728;method=MPI,transfer_time,0.005541964,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=134217728;method=MPI,bandwidth,24.218439311,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=268435456;method=MPI,transfer_time,0.011075132,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=268435456;method=MPI,bandwidth,24.237675870,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=536870912;method=MPI,transfer_time,0.022137409,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=536870912;method=MPI,bandwidth,24.251749699,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=1073741824;method=MPI,transfer_time,0.044267081,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=1073741824;method=MPI,bandwidth,24.255988935,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=524288;method=NCCL,transfer_time,0.000048363,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=524288;method=NCCL,bandwidth,10.840585368,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=1048576;method=NCCL,transfer_time,0.000071308,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=1048576;method=NCCL,bandwidth,14.704869350,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=2097152;method=NCCL,transfer_time,0.000117480,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=2097152;method=NCCL,bandwidth,17.851113269,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=4194304;method=NCCL,transfer_time,0.000210665,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=4194304;method=NCCL,bandwidth,19.909866204,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=8388608;method=NCCL,transfer_time,0.000398341,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=8388608;method=NCCL,bandwidth,21.058862686,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=16777216;method=NCCL,transfer_time,0.000770020,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=16777216;method=NCCL,bandwidth,21.788017513,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=33554432;method=NCCL,transfer_time,0.001492526,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=33554432;method=NCCL,bandwidth,22.481634880,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=67108864;method=NCCL,transfer_time,0.002957058,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=67108864;method=NCCL,bandwidth,22.694468979,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=134217728;method=NCCL,transfer_time,0.005885763,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=134217728;method=NCCL,bandwidth,22.803794947,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=268435456;method=NCCL,transfer_time,0.011743581,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=268435456;method=NCCL,bandwidth,22.858058382,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=536870912;method=NCCL,transfer_time,0.023458775,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=536870912;method=NCCL,bandwidth,22.885718360,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=1073741824;method=NCCL,transfer_time,0.046889475,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=1;size_bytes=1073741824;method=NCCL,bandwidth,22.899420782,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=524288;method=MPI,transfer_time,0.000032970,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=524288;method=MPI,bandwidth,15.901783388,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1048576;method=MPI,transfer_time,0.000053742,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1048576;method=MPI,bandwidth,19.511465342,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=2097152;method=MPI,transfer_time,0.000096216,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=2097152;method=MPI,bandwidth,21.796198798,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=4194304;method=MPI,transfer_time,0.000181224,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=4194304;method=MPI,bandwidth,23.144251405,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=8388608;method=MPI,transfer_time,0.000354916,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=8388608;method=MPI,bandwidth,23.635467650,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=16777216;method=MPI,transfer_time,0.000700711,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=16777216;method=MPI,bandwidth,23.943148107,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=33554432;method=MPI,transfer_time,0.001392230,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=33554432;method=MPI,bandwidth,24.101212469,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=67108864;method=MPI,transfer_time,0.002775355,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=67108864;method=MPI,bandwidth,24.180283956,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=134217728;method=MPI,transfer_time,0.005541168,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=134217728;method=MPI,bandwidth,24.221917901,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=268435456;method=MPI,transfer_time,0.011076341,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=268435456;method=MPI,bandwidth,24.235030355,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=536870912;method=MPI,transfer_time,0.022138910,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=536870912;method=MPI,bandwidth,24.250106338,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1073741824;method=MPI,transfer_time,0.044266583,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1073741824;method=MPI,bandwidth,24.256261563,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=524288;method=NCCL,transfer_time,0.000048357,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=524288;method=NCCL,bandwidth,10.841970782,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1048576;method=NCCL,transfer_time,0.000071290,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1048576;method=NCCL,bandwidth,14.708582176,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=2097152;method=NCCL,transfer_time,0.000117519,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=2097152;method=NCCL,bandwidth,17.845236259,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=4194304;method=NCCL,transfer_time,0.000210730,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=4194304;method=NCCL,bandwidth,19.903712684,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=8388608;method=NCCL,transfer_time,0.000398311,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=8388608;method=NCCL,bandwidth,21.060465189,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=16777216;method=NCCL,transfer_time,0.000770232,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=16777216;method=NCCL,bandwidth,21.782039491,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=33554432;method=NCCL,transfer_time,0.001492662,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=33554432;method=NCCL,bandwidth,22.479593453,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=67108864;method=NCCL,transfer_time,0.002957143,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=67108864;method=NCCL,bandwidth,22.693814041,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=134217728;method=NCCL,transfer_time,0.005885797,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=134217728;method=NCCL,bandwidth,22.803661630,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=268435456;method=NCCL,transfer_time,0.011743503,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=268435456;method=NCCL,bandwidth,22.858210555,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=536870912;method=NCCL,transfer_time,0.023458779,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=536870912;method=NCCL,bandwidth,22.885714458,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1073741824;method=NCCL,transfer_time,0.046889369,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=2;size_bytes=1073741824;method=NCCL,bandwidth,22.899472906,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=524288;method=MPI,transfer_time,0.000033031,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=524288;method=MPI,bandwidth,15.872633355,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1048576;method=MPI,transfer_time,0.000053773,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1048576;method=MPI,bandwidth,19.500162536,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=2097152;method=MPI,transfer_time,0.000096166,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=2097152;method=MPI,bandwidth,21.807628852,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=4194304;method=MPI,transfer_time,0.000181264,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=4194304;method=MPI,bandwidth,23.139237302,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=8388608;method=MPI,transfer_time,0.000354940,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=8388608;method=MPI,bandwidth,23.633862165,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=16777216;method=MPI,transfer_time,0.000700483,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=16777216;method=MPI,bandwidth,23.950913665,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=33554432;method=MPI,transfer_time,0.001392366,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=33554432;method=MPI,bandwidth,24.098850584,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=67108864;method=MPI,transfer_time,0.002775126,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=67108864;method=MPI,bandwidth,24.182280678,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=134217728;method=MPI,transfer_time,0.005541193,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=134217728;method=MPI,bandwidth,24.221809320,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=268435456;method=MPI,transfer_time,0.011076526,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=268435456;method=MPI,bandwidth,24.234625779,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=536870912;method=MPI,transfer_time,0.022138847,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=536870912;method=MPI,bandwidth,24.250175444,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1073741824;method=MPI,transfer_time,0.044266810,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1073741824;method=MPI,bandwidth,24.256137418,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=524288;method=NCCL,transfer_time,0.000048341,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=524288;method=NCCL,bandwidth,10.845624322,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1048576;method=NCCL,transfer_time,0.000071298,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1048576;method=NCCL,bandwidth,14.706991619,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=2097152;method=NCCL,transfer_time,0.000117302,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=2097152;method=NCCL,bandwidth,17.878196839,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=4194304;method=NCCL,transfer_time,0.000210620,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=4194304;method=NCCL,bandwidth,19.914126672,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=8388608;method=NCCL,transfer_time,0.000398678,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=8388608;method=NCCL,bandwidth,21.041072317,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=16777216;method=NCCL,transfer_time,0.000770129,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=16777216;method=NCCL,bandwidth,21.784949312,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=33554432;method=NCCL,transfer_time,0.001492524,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=33554432;method=NCCL,bandwidth,22.481673140,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=67108864;method=NCCL,transfer_time,0.002957010,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=67108864;method=NCCL,bandwidth,22.694839135,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=134217728;method=NCCL,transfer_time,0.005885740,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=134217728;method=NCCL,bandwidth,22.803882044,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=268435456;method=NCCL,transfer_time,0.011743479,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=268435456;method=NCCL,bandwidth,22.858256725,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=536870912;method=NCCL,transfer_time,0.023458774,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=536870912;method=NCCL,bandwidth,22.885719043,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1073741824;method=NCCL,transfer_time,0.046889501,s,PASS,accepted,MEASURE_FIX,true,,full_sweep
pingpong-cuda,948531,gn1228,P3,1,make_all_3trials,trial=3;size_bytes=1073741824;method=NCCL,bandwidth,22.899408231,GB/s,PASS,accepted,MEASURE_FIX,true,,full_sweep
