benchmark,mode,round_id,human_decision,variant,impl,baseline_impl,numSlice,sliceSize,repeat,trial_id,time_ms,baseline_time_ms,speedup_vs_impl1,correctness_status,measurement_validity,speedup_claim_valid,result_type,mean_ms,min_ms,max_ms,stddev_ms,cv,raw_stdout_path,raw_stderr_path,build_log_path,slurm_job_id,hostname,gpu_name,cuda_version,profiler_status,notes
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,256,100,2,0.594082,0.324883,n/a,PASS,INVALID,false,INVALID,0.594147,0.593995,0.594363,0.000192,0.000324,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_256_impl_2_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_256_impl_2_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,256,100,3,0.594363,0.322420,n/a,PASS,INVALID,false,INVALID,0.594147,0.593995,0.594363,0.000192,0.000324,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_256_impl_2_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_256_impl_2_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,100000,784,100,1,1.433259,1.433259,n/a,PASS,VALID,false,BASELINE,1.434026,1.432533,1.436285,0.001990,0.001388,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,100000,784,100,2,1.436285,1.436285,n/a,PASS,VALID,false,BASELINE,1.434026,1.432533,1.436285,0.001990,0.001388,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,100000,784,100,3,1.432533,1.432533,n/a,PASS,VALID,false,BASELINE,1.434026,1.432533,1.436285,0.001990,0.001388,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,784,100,1,1.107963,1.433259,1.293598,PASS,VALID,true,KERNEL_OPT,1.108087,1.107912,1.108387,0.000261,0.000235,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_2_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_2_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,784,100,2,1.107912,1.436285,1.296389,PASS,VALID,true,KERNEL_OPT,1.108087,1.107912,1.108387,0.000261,0.000235,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_2_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_2_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,784,100,3,1.108387,1.432533,1.292448,PASS,VALID,true,KERNEL_OPT,1.108087,1.107912,1.108387,0.000261,0.000235,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_2_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_784_impl_2_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,100000,1024,100,1,2.068759,2.068759,n/a,PASS,VALID,false,BASELINE,2.068956,2.068758,2.069351,0.000342,0.000165,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,100000,1024,100,2,2.068758,2.068758,n/a,PASS,VALID,false,BASELINE,2.068956,2.068758,2.069351,0.000342,0.000165,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,100000,1024,100,3,2.069351,2.069351,n/a,PASS,VALID,false,BASELINE,2.068956,2.068758,2.069351,0.000342,0.000165,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,1024,100,1,1.301123,2.068759,1.589980,PASS,VALID,true,KERNEL_OPT,1.300902,1.300667,1.301123,0.000228,0.000176,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_2_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_2_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,1024,100,2,1.300667,2.068758,1.590536,PASS,VALID,true,KERNEL_OPT,1.300902,1.300667,1.301123,0.000228,0.000176,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_2_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_2_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,100000,1024,100,3,1.300916,2.069351,1.590688,PASS,VALID,true,KERNEL_OPT,1.300902,1.300667,1.301123,0.000228,0.000176,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_2_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_1024_impl_2_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,50000,2048,100,1,2.212412,2.212412,n/a,PASS,VALID,false,BASELINE,2.212359,2.212056,2.212610,0.000281,0.000127,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,50000,2048,100,2,2.212610,2.212610,n/a,PASS,VALID,false,BASELINE,2.212359,2.212056,2.212610,0.000281,0.000127,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,paired_impl1_baseline,1,1,50000,2048,100,3,2.212056,2.212056,n/a,PASS,VALID,false,BASELINE,2.212359,2.212056,2.212610,0.000281,0.000127,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,paired impl=1 baseline measured in same Slurm job
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,50000,2048,100,1,1.701250,2.212412,1.300463,PASS,VALID,true,KERNEL_OPT,1.680560,1.670137,1.701250,0.017918,0.010662,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_2_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_2_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,50000,2048,100,2,1.670137,2.212610,1.324807,PASS,VALID,true,KERNEL_OPT,1.680560,1.670137,1.701250,0.017918,0.010662,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_2_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_2_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
softmax-cuda,Mode_B,1,Approved,impl2_block_cached_exp_compound,2,1,50000,2048,100,3,1.670293,2.212056,1.324352,PASS,VALID,true,KERNEL_OPT,1.680560,1.670137,1.701250,0.017918,0.010662,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_2_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/raw/slice_2048_impl_2_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_B_human_guided/rounds/round_1/build.log,949687,gn1221.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,compound candidate: block-per-slice plus shared-memory cached exponentials; do not attribute speedup solely to cached exponentials
